JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2452878.7715	3.9			Vis.	WSN	H							V				DEL CEP		STD				
2452878.7736	3.8			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452879.3701	3.4			Vis.	GGC		24	36	AAVSO				V				DEL CEP		STD				
2452879.3847	3.6			Vis.	COV		36	42	S				V				DEL CEP		STD				
2452879.5507	4.0			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452879.67	4.1			Vis.	WI		37	42	SA1986				V				DEL CEP		STD				
2452880.3479	3.8			Vis.	SIV								V				DEL CEP		STD				
2452880.3479	4.3			Vis.	SIV								V				DEL CEP		STD				
2452880.3701	4.1			Vis.	MGK	B	36	42	S/A/1297				V				DEL CEP		STD				
2452880.3729	3.6			Vis.	SYI	T	33	42					V				DEL CEP		STD				
2452880.6181	4.0			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452880.6319	4.1			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452880.7299	4.0			Vis.	AAP		36	42	SA12/97				V				DEL CEP		STD				
2452881.3271	3.8			Vis.	GGC		36	42	AAVSO				V				DEL CEP		STD				
2452881.5368	4.0			Vis.	MGK	B	36	42	S/A/1297				V				DEL CEP		STD				
2452881.6854	4.0			Vis.	AAP		36	42	SA12/97				V				DEL CEP		STD				
2452882.4208	3.6			Vis.	COV		36	42	S				V				DEL CEP		STD				
2452882.5458	3.5			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452882.6715	3.5			Vis.	AAP		36	42	SA12/97				V				DEL CEP		STD				
2452883.3958	4.0			Vis.	COV		36	42	S				V				DEL CEP		STD				
2452883.5347	3.6			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452883.6653	4.0			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452884.3236	3.8			Vis.	SIV								V				DEL CEP		STD				
2452884.3292	3.7			Vis.	SIV								V				DEL CEP		STD				
2452884.33	3.6			Vis.	AAQ								V				DEL CEP	MCSE	STD				
2452884.4403	3.6			Vis.	SYI	T	33	42					V				DEL CEP		STD				
2452884.6528	3.9			Vis.	AAP		36	42	SA12/97				V				DEL CEP		STD				
2452884.6917	4.0			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452884.7917	3.8			Vis.	SDF								V				DEL CEP		STD				
2452885.3146	3.8			Vis.	GGC		36	42	AAVSO				V				DEL CEP		STD				
2452885.33	3.6			Vis.	AAQ								V				DEL CEP	MCSE	STD				
2452885.3500	4.2			Vis.	MKW		36	42	S-12/97				V				DEL CEP		STD				
2452885.4007	4.2			Vis.	CME	W							V				DEL CEP		STD				
2452885.5722	4.0			Vis.	SHS		36	42	SA1986				V				DEL CEP		STD				
2452885.6611	4.1			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452885.666	3.9			Vis.	AAP		36	42	SA12/97				V				DEL CEP		STD				
2452885.7917	3.8			Vis.	SDF								V				DEL CEP		STD				
2452886.32	3.6			Vis.	AAQ								V				DEL CEP	MCSE	STD				
2452886.3958	4.1			Vis.	MGK	B	36	42	S/A/1297				V				DEL CEP		STD				
2452886.4333	4.4			Vis.	CME								V				DEL CEP		STD				
2452886.6368	4.1			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452886.6639	4.2			Vis.	AAP		36	42	SA12/97				V				DEL CEP		STD				
2452887.3368	3.6			Vis.	MKW		26	36	S-12/97				V				DEL CEP		STD				
2452887.3854	3.8			Vis.	FSE		36	42	SA1965				V				DEL CEP		STD				
2452887.3854	3.9			Vis.	SXY	A	34	42	S				V				DEL CEP		STD				
2452887.4000	3.9			Vis.	MKW		26	36	S-12/97				V				DEL CEP		STD				
2452887.59	3.8			Vis.	WI		37	42	SA1986				V				DEL CEP		STD				
2452887.7028	3.6			Vis.	AAP		36	42	SA12/97				V				DEL CEP		STD				
2452887.7451	3.7			Vis.	WSN								V				DEL CEP		STD				
2452887.7917	3.5			Vis.	SDF								V				DEL CEP		STD				
2452888.2708	3.6			Vis.	SIV								V				DEL CEP		STD				
2452888.2715	3.7			Vis.	SIV								V				DEL CEP		STD				
2452888.2965	3.8			Vis.	GGC		36	42	AAVSO				V				DEL CEP		STD				
2452888.3681	3.6			Vis.	COV		36	42	S				V				DEL CEP		STD				
2452888.4007	3.8			Vis.	MGK	B	36	42	S/A/1297				V				DEL CEP		STD				
2452888.4396	3.5			Vis.	SYI	T	33	42					V				DEL CEP		STD				
2452888.5201	3.6			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452888.5500	3.6			Vis.	SIV								V				DEL CEP		STD				
2452888.67	3.9			Vis.	WI		37	42	SA1986				V				DEL CEP		STD				
2452888.7917	3.6			Vis.	SDF								V				DEL CEP		STD				
2452888.7917	3.7			Vis.	SDF								V				DEL CEP		STD				
2452889.3292	3.6			Vis.	SIV								V				DEL CEP		STD				
2452889.3312	3.9			Vis.	SIV								V				DEL CEP		STD				
2452889.5319	3.8			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452889.6	4.1			Vis.	WI		37	42	SA1986				V				DEL CEP		STD				
2452889.625	3.8			Vis.	LKM		36	42	12/97 (A				V				DEL CEP		STD				
2452889.6597	3.8			Vis.	WDZ		36	42	SA1997				V				DEL CEP		STD				
2452889.6674	3.9			Vis.	AAP	HM	36	42	SA12/97				V				DEL CEP		STD				
2452889.7917	3.8			Vis.	SDF								V				DEL CEP		STD				
2452890.350	3.9			Vis.	ABG	KT	C4V4G		NAS.VSS				V				DEL CEP		STD				
2452890.3514	4.0			Vis.	VJA		36	42	SA12/97				V				DEL CEP		STD				
2452890.3847	3.5			Vis.	SXY	A	34	42	S				V				DEL CEP		STD				
2452890.4861	3.7			Vis.	SYI	T	33	42					V				DEL CEP		STD				
2452890.5549	3.9			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452890.7188	3.7			Vis.	SIF		36	42	SA1965				V				DEL CEP		STD				
2452891.2805	3.9			Vis.	SYI	T	33	42					V				DEL CEP		STD				
2452891.3201	4.1			Vis.	VJA		36	42	SA12/97				V				DEL CEP		STD				
2452891.5146	4.1			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452891.5528	4.3			Vis.	LKM		36	42	12/97 (A				V				DEL CEP		STD				
2452892.3215	3.9			Vis.	VJA		36	42	SA12/97				V				DEL CEP		STD				
2452892.3306	3.1			Vis.	GGC		24	36	AAVSO				V				DEL CEP		STD				
2452892.380	4.1			Vis.	ABG	KT	D4V2G		NAS.VSS				V				DEL CEP		STD				
2452892.5277	4.0			Vis.	SHS		36	42	SA1986				V				DEL CEP		STD				
2452892.5743	3.9			Vis.	LKM		36	42	12/97 (A				V				DEL CEP		STD				
2452893.3438	3.8			Vis.	VJA		36	42	SA12/97				V				DEL CEP		STD				
2452893.375	3.6			Vis.	MAZ		36	42	A				V				DEL CEP		STD				
2452893.4201	3.9			Vis.	CME	M							V				DEL CEP		STD				
2452893.5188	3.4			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452893.5486	3.6			Vis.	LKM		36	42	12/97 (A				V				DEL CEP		STD				
2452893.6611	4.0			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452894.3076	3.8			Vis.	VJA	U	36	42	SA12/97				V				DEL CEP		STD				
2452894.7222	4.0			Vis.	WSN	M							V				DEL CEP		STD				
2452895.5167	4.0			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452895.6785	4.0			Vis.	AAP		36	42	SA12/97				V				DEL CEP		STD				
2452896.2799	3.6			Vis.	SIV								V				DEL CEP		STD				
2452896.2805	3.9			Vis.	SYI	T	33	42					V				DEL CEP		STD				
2452896.2833	4.1			Vis.	SIV								V				DEL CEP		STD				
2452896.7292	4.2			Vis.	HUZ		42		SA1997				V				DEL CEP		STD				
2452896.7743	4.0			Vis.	WDZ		36	42	SA1997				V				DEL CEP		STD				
2452897.3194	4.3			Vis.	VJA		36	42	SA12/97				V				DEL CEP		STD				
2452897.4174	4.3			Vis.	CME	M							V				DEL CEP		STD				
2452897.618	4.1			Vis.	ABG	KT	D4V2G		NAS.VSS				V				DEL CEP		STD				
2452897.6639	4.1			Vis.	AAP		36	42	SA12/97				V				DEL CEP		STD				
2452898.2986	3.9			Vis.	VJA		36	42	SA12/97				V				DEL CEP		STD				
2452898.4306	3.8			Vis.	CME	HM							V				DEL CEP		STD				
2452898.5347	3.6			Vis.	LKM		36	42	12/97 (A				V				DEL CEP		STD				
2452898.6	3.6			Vis.	WI		36	37	SA1986				V				DEL CEP		STD				
2452898.7319	3.9			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452898.7472	3.6			Vis.	WSN								V				DEL CEP		STD				
2452899.2819	3.7			Vis.	GGC		36	42	AAVSO				V				DEL CEP		STD				
2452899.3097	3.7			Vis.	GGC		36	42	AAVSO				V				DEL CEP		STD				
2452899.5042	3.9			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452899.6028	3.8			Vis.	LKM		36	42	12/97 (A				V				DEL CEP		STD				
2452899.7500	3.8			Vis.	WSN								V				DEL CEP		STD				
2452899.7917	3.4			Vis.	SDF								V				DEL CEP		STD				
2452900.3194	3.8			Vis.	VJA		36	42	SA12/97				V				DEL CEP		STD				
2452900.3785	3.9			Vis.	MGK	B	36	42	S/A/1297				V				DEL CEP		STD				
2452900.4139	3.6			Vis.	SXY	A	34	42	S				V				DEL CEP		STD				
2452900.5479	3.7			Vis.	CGF		36	42	H				V				DEL CEP		STD				
2452900.5729	4.1			Vis.	LKM		36	42	12/97 (A				V				DEL CEP		STD				
2452900.5937	3.9			Vis.	AWJ		36	42	SA1297				V				DEL CEP		STD				
2452900.6389	3.9			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452900.66	4.1			Vis.	WI		37	42	SA1986				V				DEL CEP		STD				
2452900.8222	4.1			Vis.	WSN								V				DEL CEP		STD				
2452901.2813	3.8			Vis.	GGC		35	42	AAVSO				V				DEL CEP		STD				
2452901.3903	4.0			Vis.	MGK	B	36	42	S/A/1297				V				DEL CEP		STD				
2452901.4653	4.1			Vis.	SSW		36	42	SA1997				V				DEL CEP		STD				
2452901.6222	4.1			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452901.6833	4.1			Vis.	AAP		36	42	SA12/97				V				DEL CEP		STD				
2452901.6835	3.8			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452901.7917	4.2			Vis.	SDF								V				DEL CEP		STD				
2452902.309	4.0			Vis.	VJA		36	42	SA12/97				V				DEL CEP		STD				
2452902.3403	4.0			Vis.	FSE		36	42	SA1965				V				DEL CEP		STD				
2452902.35	4.2			Vis.	OPR								V				DEL CEP		STD				
2452902.3938	3.9			Vis.	CME								V				DEL CEP		STD				
2452902.3986	4.1			Vis.	MGK	B	36	42	S/A/1297				V				DEL CEP		STD				
2452902.403	4.1			Vis.	ABG	KT	D4V3G		NAS.VSS				V				DEL CEP		STD				
2452902.42	3.5			Vis.	AAQ								V				DEL CEP	MCSE	STD				
2452902.5153	4.3			Vis.	SSW		42	43	SA1997				V				DEL CEP		STD				
2452902.6278	4.2			Vis.	HUZ		42		SA1997				V				DEL CEP		STD				
2452902.6431	4.0			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452903.2174	4.1			Vis.	MGK	B	36	42	S/A/1297				V				DEL CEP		STD				
2452903.3064	3.85			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2452903.340	3.9			Vis.	TJV		36	42	A				V				DEL CEP	AFOEV	STD				
2452903.3819	4.2			Vis.	CME	H							V				DEL CEP		STD				
2452903.5333	3.9			Vis.	WSN								V				DEL CEP		STD				
2452903.5625	3.8			Vis.	LKM		36	42	12/97 (A				V				DEL CEP		STD				
2452903.5736	3.7			Vis.	GVN		33	41	S/8'=1MM				V				DEL CEP		STD				
2452903.6	4.0			Vis.	WI		37	42	SA1986				V				DEL CEP		STD				
2452903.8451	3.5			Vis.	SYP		36	42	12/97 (A				V				DEL CEP		STD				
2452904.2556	3.6			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2452904.2819	4.0			Vis.	GGC		32	42	AAVSO				V				DEL CEP		STD				
2452904.3021	4.0			Vis.	MGK	B	36	42	S/A/1297				V				DEL CEP		STD				
2452904.3174	3.4			Vis.	SSW		36	42	SA1997				V				DEL CEP		STD				
2452904.3514	3.5			Vis.	COV		36	42	S				V				DEL CEP		STD				
2452904.4264	3.8			Vis.	CME	H							V				DEL CEP		STD				
2452904.5035	3.6			Vis.	CGF		36	42	H				V				DEL CEP		STD				
2452904.5451	3.6			Vis.	LKM		36	42	12/97 (A				V				DEL CEP		STD				
2452904.5972	3.7			Vis.	SHS		36	42	SA1986				V				DEL CEP		STD				
2452904.6194	3.8			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452904.6285	3.5			Vis.	AAP		36	42	SA12/97				V				DEL CEP		STD				
2452904.6333	3.6			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452904.7917	3.8			Vis.	SDF								V				DEL CEP		STD				
2452905.3375	3.9			Vis.	MGK	B	36	42	S/A/1297				V				DEL CEP		STD				
2452905.37	3.6			Vis.	AAQ								V				DEL CEP	MCSE	STD				
2452905.375	4.0			Vis.	MAZ		36	42	A				V				DEL CEP		STD				
2452905.5833	3.9			Vis.	SSW		36	42	SA1997				V				DEL CEP		STD				
2452905.6335	3.9			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452905.6410	4.0			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452905.7444	4.0			Vis.	WSN								V				DEL CEP		STD				
2452906.2854	3.8			Vis.	SYI	T	33	42					V				DEL CEP		STD				
2452906.3160	4.0			Vis.	GGC		36	42	AAVSO				V				DEL CEP		STD				
2452906.3806	4.0			Vis.	MGK	B	36	42	S/A/1297				V				DEL CEP		STD				
2452906.6111	4.0			Vis.	LKM		36	42	12/97 (A				V				DEL CEP		STD				
2452906.6361	4.0			Vis.	AAP		36	42	SA12/97				V				DEL CEP		STD				
2452906.6678	4.0			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452906.67	4.1			Vis.	WI		37	42	SA1986				V				DEL CEP		STD				
2452906.7861	4.1			Vis.	WSN								V				DEL CEP		STD				
2452907.3368	4.0			Vis.	VJA		36	42	SA12/97				V				DEL CEP		STD				
2452907.3528	4.1			Vis.	COV		36	42	S				V				DEL CEP		STD				
2452907.4153	3.9			Vis.	MGK	B	36	42	S/A/1297				V				DEL CEP		STD				
2452907.5201	4.1			Vis.	CGF		36	42	H				V				DEL CEP		STD				
2452907.6792	4.0			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452907.7354	4.3			Vis.	WSN								V				DEL CEP		STD				
2452908.2577	4.0			Vis.	SYI	T	33	42					V				DEL CEP		STD				
2452908.3368	4.0			Vis.	MGK	B	36	42	S/A/1297				V				DEL CEP		STD				
2452908.6	4.1			Vis.	WI		37	41	SA1986				V				DEL CEP		STD				
2452908.6271	3.9			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452909.2646	3.3			Vis.	GGC		32	36	AAVSO				V				DEL CEP		STD				
2452909.2687	3.5			Vis.	SIV								V				DEL CEP		STD				
2452909.2687	3.7			Vis.	SIV								V				DEL CEP		STD				
2452909.3354	3.4			Vis.	SIV								V				DEL CEP		STD				
2452909.3465	3.7			Vis.	MGK	B	36	42	S/A/1297				V				DEL CEP		STD				
2452909.3465	3.8			Vis.	MGK	B	36	42	S/A/1297				V				DEL CEP		STD				
2452909.3910	3.9			Vis.	CME	H							V				DEL CEP		STD				
2452909.4562	3.5			Vis.	SSW		36	42	SA1997				V				DEL CEP		STD				
2452909.5833	3.5			Vis.	WSN								V				DEL CEP		STD				
2452909.6125	3.7			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452909.6310	3.5			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452909.7131	3.7			Vis.	MVM		36	42	SA1997				V				DEL CEP		STD				
2452910.5292	3.6			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452910.6472	3.5			Vis.	AAP		36	42	SA12/97				V				DEL CEP		STD				
2452911.2278	3.8			Vis.	SIV								V				DEL CEP		STD				
2452911.3667	3.9			Vis.	MGK	B	36	42	S/A/1297				V				DEL CEP		STD				
2452911.3924	3.7			Vis.	SXY	A	34	42	S				V				DEL CEP		STD				
2452911.5910	4.0			Vis.	TDB		36	42	SA68	      =			V				DEL CEP		STD				
2452911.6211	3.8			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452911.68	4.1			Vis.	WI		37	42	SA1986				V				DEL CEP		STD				
2452912.2785	3.8			Vis.	GGC		36	42	AAVSO				V				DEL CEP		STD				
2452912.5444	3.9			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452912.5465	4.2			Vis.	CDN	A	50	42	AAVSO				V				DEL CEP		STD				
2452912.6139	4.2			Vis.	HUZ		42		SA1997				V				DEL CEP		STD				
2452912.6197	3.9			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452912.626	4.1			Vis.	ABG	KT	D3V2G		NAS.VSS				V				DEL CEP		STD				
2452912.67	4.2			Vis.	WI		37	42	SA1986				V				DEL CEP		STD				
2452912.6729	4.0			Vis.	LAI	J	38	42	HIPP				V				DEL CEP		STD				
2452913.2882	4.0			Vis.	VJA		36	42	SA12/97				V				DEL CEP		STD				
2452913.4965	3.9			Vis.	SHS		36	42	SA1986				V				DEL CEP		STD				
2452913.5042	4.0			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452913.6167	4.2			Vis.	HUZ		42		SA1997				V				DEL CEP		STD				
2452913.6299	4.1			Vis.	LAI	J	38	42	HIPP				V				DEL CEP		STD				
2452913.66	4.2			Vis.	WI		42	45	SA1986				V				DEL CEP		STD				
2452913.7917	4.0			Vis.	SDF								V				DEL CEP		STD				
2452914.38	3.9			Vis.	BKQ	K							V				DEL CEP		STD				
2452914.5424	3.8			Vis.	WSN	M							V				DEL CEP		STD				
2452914.5785	3.6			Vis.	LKM		36	42	12/97 (A				V				DEL CEP		STD				
2452914.6191	3.7			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452914.6646	3.6			Vis.	HUZ		36		SA1997				V				DEL CEP		STD				
2452914.69	3.6			Vis.	WI		36	36	SA1986				V				DEL CEP		STD				
2452914.7167	3.4			Vis.	LAI	J	38	42	HIPP				V				DEL CEP		STD				
2452914.7912	3.7			Vis.	SDF								V				DEL CEP		STD				
2452915.3514	3.7			Vis.	MGK	B	36	42	S/A/1297				V				DEL CEP		STD				
2452915.5771	3.7			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452915.6278	3.6			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452915.6722	3.9			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452915.6799	3.5			Vis.	LAI	J	38	42	HIPP				V				DEL CEP		STD				
2452915.7	3.7			Vis.	WI		36	37	SA1986				V				DEL CEP		STD				
2452916.4896	3.9			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452917.5833	4.0			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452917.6275	3.9			Vis.	AAV	U	36	42	SA1997				V				DEL CEP		STD				
2452917.7229	4.0			Vis.	LAI	J	38	42	HIPP				V				DEL CEP		STD				
2452917.7917	3.9			Vis.	SDF								V				DEL CEP		STD				
2452917.7917	4.0			Vis.	SDF								V				DEL CEP		STD				
2452918.4833	4.1			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452918.5493	4.4			Vis.	LKM		36	42	12/97 (A				V				DEL CEP		STD				
2452918.5542	4.2			Vis.	GVN		33	41	S/8'=1MM				V				DEL CEP		STD				
2452918.6236	4.1			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452918.6257	4.1			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452918.6271	4.0			Vis.	BEB		36	42	SA1986				V				DEL CEP		STD				
2452918.7917	4.0			Vis.	SDF								V				DEL CEP		STD				
2452919.2479	3.9			Vis.	VJA	H	36	42	SA12/97				V				DEL CEP		STD				
2452919.3389	4.3			Vis.	FSE		36	42	SA1965				V				DEL CEP		STD				
2452919.3625	4.0			Vis.	SXY	A	34	42	S				V				DEL CEP		STD				
2452919.375	3.6			Vis.	MAZ		36	42	A				V				DEL CEP		STD				
2452919.5326	4.1			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452919.5521	4.1			Vis.	BEB		36	42	SA1986				V				DEL CEP		STD				
2452919.6211	3.9			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452919.68	3.9			Vis.	WI		37	42	SA1986				V				DEL CEP		STD				
2452919.6875	3.9			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452920.278	3.6			Vis.	ABG	KT	N5V3D		NAS.VSS				V				DEL CEP		STD				
2452920.2785	3.4			Vis.	GGC		32	36	AAVSO				V				DEL CEP		STD				
2452920.3021	3.7			Vis.	CME	M							V				DEL CEP		STD				
2452920.5528	3.7			Vis.	LKM		36	42	12/97 (A				V				DEL CEP		STD				
2452920.5771	4.0			Vis.	BEB		36	42	SA1986				V				DEL CEP		STD				
2452920.6202	3.7			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452920.7917	3.8			Vis.	SDF								V				DEL CEP		STD				
2452921.2556	3.7			Vis.	GGC		36	42	AAVSO				V				DEL CEP		STD				
2452921.5472	4.1			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452921.5785	4.0			Vis.	HUZ		36	42	SA1986				V				DEL CEP		STD				
2452921.5792	3.9			Vis.	LKM		36	42	12/97 (A				V				DEL CEP		STD				
2452921.6058	3.9			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452922.5993	4.0			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452922.6268	4.0			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452923.2764	3.9			Vis.	GGC		36	42	AAVSO				V				DEL CEP		STD				
2452923.3340	4.3			Vis.	CME	M							V				DEL CEP		STD				
2452923.5347	4.4			Vis.	BEB		42	46	SA1986				V				DEL CEP		STD				
2452923.5988	4.1			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452924.2417	4.0			Vis.	SXY		34	42	S				V				DEL CEP		STD				
2452924.5694	4.2			Vis.	LKM		36	42	12/97 (A				V				DEL CEP		STD				
2452924.6008	3.9			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452924.6278	4.3			Vis.	WSN	M							V				DEL CEP		STD				
2452925.2771	4.3			Vis.	CME	M							V				DEL CEP		STD				
2452925.4569	3.5			Vis.	SSW	M	36	42	SA1997				V				DEL CEP		STD				
2452925.5	3.6			Vis.	WI		36	37	SA1986				V				DEL CEP		STD				
2452925.6083	3.8			Vis.	BEB		36	42	SA1986				V				DEL CEP		STD				
2452925.6215	3.8			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452925.6414	3.4			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452925.7917	3.5			Vis.	SDF								V				DEL CEP		STD				
2452926.236	3.6			Vis.	ABG	KT	N4V2D;C2V		NAS.VSS				V				DEL CEP		STD				
2452926.2813	3.9			Vis.	MKW		26	36	S-12/97	M			V				DEL CEP		STD				
2452926.4847	3.7			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452926.5055	3.8			Vis.	SHS		36	42	SA1986				V				DEL CEP		STD				
2452926.5562	3.9			Vis.	TDB		36	42	SA68	      =			V				DEL CEP		STD				
2452926.6362	3.9			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452926.67	3.7			Vis.	WI		36	37	SA1986				V				DEL CEP		STD				
2452927.2361	3.8			Vis.	VJA		36	42	SA12/97				V				DEL CEP		STD				
2452927.5819	4.1			Vis.	HUZ		36	41	SA1997				V				DEL CEP		STD				
2452927.6562	3.9			Vis.	BEB		36	42	SA1986				V				DEL CEP		STD				
2452927.6680	3.8			Vis.	AAV		36	42	SA1997				V				DEL CEP		STD				
2452927.68	4.0			Vis.	WI		37	42	SA1986				V				DEL CEP		STD				
2452927.6847	4.0			Vis.	WDZ		36	42	SA1997				V				DEL CEP		STD				
2452928.2333	4.0			Vis.	VJA		36	42	SA12/97				V				DEL CEP		STD				
2452928.5542	4.0			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452928.6451	4.1			Vis.	LAI	J	38	42	HIPP				V				DEL CEP		STD				
2452929.4771	4.1			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452929.6528	4.0			Vis.	VJA		36	42	SA12/97				V				DEL CEP		STD				
2452929.6826	4.2			Vis.	HUZ		42		SA1997				V				DEL CEP		STD				
2452929.7917	3.9			Vis.	SDF								V				DEL CEP		STD				
2452930.32	3.6			Vis.	AAQ								V				DEL CEP	MCSE	STD				
2452930.3313	4.3			Vis.	MKW		36	42	S-12/97				V				DEL CEP		STD				
2452930.3542	3.4			Vis.	MKW		26	36	S-12/97	H >>			V				DEL CEP		STD				
2452930.5951	3.9			Vis.	HUZ		36	42	SA1997				V				DEL CEP		STD				
2452930.67	3.7			Vis.	WI		36	37	SA1986				V				DEL CEP		STD				
2452931.2153	3.9			Vis.	SIV								V				DEL CEP		STD				
2452931.2194	3.8			Vis.	SIV								V				DEL CEP		STD				
2452931.2722	3.9			Vis.	GGC		36	42	AAVSO				V				DEL CEP		STD				
2452931.4257	3.7			Vis.	SSW		36	42	SA1997				V				DEL CEP		STD				
2452931.5993	3.9			Vis.	WSN								V				DEL CEP		STD				
2452931.6	3.8			Vis.	WI		37	42	SA1986				V				DEL CEP		STD				
2452931.625	3.7			Vis.	HXD		42		AAVSOS29				V				DEL CEP		STD				
2452931.6319	3.7			Vis.	BEB		36	42	SA1986				V				DEL CEP		STD				
2452931.7639	4.0			Vis.	LAI	J	38	42	HIPP				V				DEL CEP		STD				
2452931.7917	3.7			Vis.	SDF								V				DEL CEP		STD				
2452932.3090	3.6			Vis.	MKW		26	36	S-12/97				V				DEL CEP		STD				
2452932.41	3.7			Vis.	BKQ	K							V				DEL CEP		STD				
2452932.5257	3.9			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452932.5903	4.0			Vis.	WSN								V				DEL CEP		STD				
2452932.6667	4.0			Vis.	HXD		42		AAVSOS29				V				DEL CEP		STD				
2452932.67	4.2			Vis.	WI		37	42	SA1986				V				DEL CEP		STD				
2452932.7917	3.4			Vis.	SDF								V				DEL CEP		STD				
2452933.4701	4.0			Vis.	CGF		36	42	SA1986				V				DEL CEP		STD				
2452933.4986	4.0			Vis.	LKM		36	42	12/97 (A				V				DEL CEP		STD				
2452933.5361	4.0			Vis.	TDB		36	42	SA68	      =			V				DEL CEP		STD				
2452933.6240	3.9			Vis.	AAV	LZ	36	42	SA1997				V				DEL CEP		STD				
2452933.625	4.1			Vis.	HXD		42		AAVSOS29				V				DEL CEP		STD				
2452933.9896	4.2			Vis.	HUZ	B	42		SA1997				V				DEL CEP		STD				
2452934.428	4.1			Vis.	ABG	KT	D4V2G		NAS.VSS				V				DEL CEP		STD				
2452934.5799	3.8			Vis.	CDN		24	42	SA1297				V				DEL CEP		STD				
2452934.6840	4.4			Vis.	BEB		42	46	SA1986				V				DEL CEP		STD				
